id,published_line_ref,0_hour,1_hour,2_hour,3_hour,4_hour,5_hour,6_hour,7_hour,8_hour,9_hour,10_hour,11_hour,12_hour,13_hour,14_hour,15_hour,16_hour,17_hour,18_hour,19_hour,20_hour,21_hour,22_hour,23_hour,total
1,M3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B1,43,26,0,0,0,0,0,125,361,1316,1547,2360,2841,2881,3608,5670,7403,5600,3817,2851,2318,1041,310,224,44342
3,BxM6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,6,22,89,163
4,SIM10,0,0,0,0,1353,7291,7930,4740,3227,600,0,0,0,0,2877,7565,7062,6139,5871,2244,24,0,0,0,56923
5,B44,5059,3018,1896,1863,2904,4017,9009,13365,13205,10926,11145,11634,12167,16749,22061,24890,23170,16616,14450,13084,10568,7502,6516,5631,261445
6,Q12,109,0,0,0,15,122,230,285,595,602,312,219,555,849,1030,660,1078,863,746,1109,995,1351,1345,543,13613
7,Bx5,0,0,0,0,0,221,253,189,385,218,466,604,656,800,1282,2031,1419,1558,1321,681,502,391,196,0,13173
8,M1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Bx21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,QM24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Q112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Q8,0,0,0,0,0,41,638,565,760,272,448,253,287,172,64,0,0,0,109,148,161,193,0,0,4111
13,Q47,513,21,0,0,0,1657,2623,3776,3204,3231,2284,2158,2849,3663,5234,6315,4965,4774,4393,4274,1898,1868,988,903,61591
14,Bx6-SBS,0,0,0,0,0,1941,14394,17156,17473,14273,11053,13737,16983,24076,31522,38291,38346,33179,28101,24425,16353,7616,759,0,349678
15,Bx36,4666,2865,1401,759,985,4215,11370,21427,26165,19872,18180,18831,25068,31758,38685,45645,45903,38697,31254,23309,16128,10594,8178,6066,452021
16,Bx6,2813,1325,697,1611,3097,5667,6008,8394,9888,6658,5328,6864,10101,12362,15752,16875,18662,16399,13733,9580,6464,5571,5347,3981,193177
17,Bx35,1811,688,357,237,633,2259,4833,9128,9607,8759,8224,9432,11009,13463,17227,19003,20056,18604,14376,11703,7108,4389,3658,3454,200018
18,B35,6851,2736,2007,1289,3542,9091,19635,37048,45360,40864,42119,47100,56023,70317,87681,106041,109260,91000,74965,54955,38498,23593,16053,11064,997092
19,Bx19,4333,1971,2650,2616,3185,6019,10501,17885,21075,18084,18132,21447,24383,29768,36657,46619,45377,37544,28241,20282,14080,11248,9175,8058,439330
20,Bx39,1199,432,832,858,1865,3413,5368,10675,10243,10203,10757,10201,13683,17941,23800,27428,22800,17526,15724,11710,8394,5393,4119,2305,236869
21,Bx2,88,0,0,0,0,60,149,241,1298,1335,918,1904,2786,3471,5115,4888,4122,3678,2848,1818,858,406,377,294,36654
22,Bx40,65,55,26,68,384,938,1134,2210,2242,1999,1534,1676,1712,1347,3022,3561,2883,1326,1416,1167,937,614,359,548,31223
23,Bx1,442,1003,1362,774,1302,421,99,575,827,866,1488,1877,1255,773,601,2549,5033,4067,4092,2859,1002,1165,724,478,35634
24,Bx22,201,13,0,0,0,157,599,701,1164,1051,1255,1010,1910,1779,2444,3383,3426,4295,3901,3010,3455,2669,1633,1124,39180
25,Bx42,286,44,0,0,84,196,530,518,948,1768,1286,1175,1355,1075,1788,2579,3000,1711,3015,1893,965,370,304,84,24974
26,Bx15,663,617,461,718,726,317,1511,1574,1446,1294,1463,2038,1394,1534,2690,3647,4923,5174,6341,2809,2924,1177,973,968,47382
27,Bx12,0,0,0,0,0,2,316,429,535,208,158,33,110,148,497,458,321,10,0,0,0,0,0,0,3225
28,Bx41,80,61,190,45,188,47,144,130,0,0,0,0,22,0,0,225,0,77,280,252,184,310,0,5,2240
29,Bx9,193,70,3,0,58,247,922,1445,1174,923,1651,2029,2207,2964,3827,7745,8412,7751,6886,3572,2387,1478,1632,440,58016
30,Bx4A,0,0,0,0,0,88,617,811,927,1100,875,1071,990,1319,1634,1564,2990,3197,2382,1987,888,1179,271,169,24059
31,Bx4,1182,1648,1679,1183,1971,1369,577,557,1295,1366,791,478,699,573,718,1732,3028,1887,2503,922,1620,332,1210,1218,30538
32,Q59,852,653,782,1185,1622,3668,10325,13253,10912,7469,7724,6821,8081,10201,15325,19510,22558,21381,15284,9723,5908,4298,3263,2000,202798
33,SIM22,0,0,0,0,0,1059,2227,1829,791,522,21,0,0,0,0,1168,1719,1356,929,501,44,0,0,0,12166
34,SIM3,0,0,0,0,0,1999,2815,1644,1124,647,122,0,0,10,8,1717,2253,2006,1409,204,0,0,0,0,15958
35,X68,0,0,0,0,0,0,1033,1748,1191,495,32,0,0,0,0,0,1663,2476,1703,766,155,1,0,0,11263
36,X63,0,0,0,0,0,184,1698,1920,1208,384,0,0,0,0,0,37,1284,2858,2661,1204,123,0,0,0,13561
37,X64,0,0,0,0,0,68,929,691,603,89,0,0,0,0,0,0,763,221,498,552,2,0,0,0,4416
38,SIM4,0,0,0,0,0,1037,2417,2893,1977,647,117,0,0,0,0,9,2282,2797,1795,363,16,0,0,0,16350
39,B16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,X37,0,0,0,0,0,0,1062,2453,2136,459,0,0,0,0,0,63,1827,2607,2523,1378,27,0,0,0,14535
41,X28,103,1,0,0,0,1772,3817,2822,2088,1905,908,809,1104,1303,2074,3589,3330,3263,2710,2615,1239,516,255,123,36346
42,B4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,SIM30,0,0,0,0,0,1432,2846,2680,1060,168,0,0,0,0,0,13,2158,3145,1681,667,20,0,0,0,15870
44,X38,0,0,0,0,0,0,1180,2804,1897,378,0,0,0,0,0,345,2296,3049,2344,496,0,0,0,0,14789
45,X27,177,15,0,0,0,854,1766,1731,1989,2231,2929,1972,1597,2274,3375,3956,2623,2855,2001,2013,1295,781,625,737,37796
46,SIM15,0,0,0,0,1,1226,2579,2739,1862,1041,71,0,0,0,0,966,1870,2459,1711,466,36,0,0,0,17027
47,B8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,B11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5
49,B69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,SIM26,0,0,0,0,318,2639,2298,1109,771,430,0,0,0,0,965,1679,1515,1326,664,339,182,38,0,0,14273
51,SIM8X,0,0,0,0,0,0,420,348,184,9,0,0,0,0,0,0,546,459,416,145,14,0,0,0,2541
52,B70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,SIM25,0,0,0,0,404,2745,1840,1428,1012,237,2,0,0,0,0,584,1492,1448,1429,742,272,5,0,0,13640
54,SIM1,0,0,0,0,0,2772,7058,5845,4250,623,0,0,0,0,30,5672,8804,7349,5571,2703,51,0,0,0,50728
55,SIM9,0,0,0,0,0,676,1244,801,536,172,0,0,0,0,68,1039,959,602,458,238,43,0,0,0,6836
56,B43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,SIM31,0,0,0,0,0,915,1315,1246,1238,474,0,0,0,0,0,249,1570,1162,1339,983,73,0,0,0,10564
58,SIM4C,1242,113,1,0,1542,2605,1900,1924,1693,3221,2369,2499,3881,4181,6698,8322,3449,2528,2915,4337,3378,2185,1375,2014,64372
59,SIM7,0,0,0,0,0,1275,2855,2008,960,166,0,0,0,0,564,2317,2274,1512,1421,1011,78,0,0,0,16441
60,SIM5,0,0,0,0,1,896,2290,1545,1633,632,2,0,0,0,0,1206,1812,1652,855,146,0,0,0,0,12670
61,SIM6,0,0,0,0,41,3461,6319,5367,2816,1148,42,0,0,0,1845,4692,5429,4326,3015,1617,539,9,0,0,40666
62,B63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,SIM11,0,0,0,0,63,2234,3922,2874,1677,809,57,0,0,0,0,1241,2414,2178,1429,468,2,0,0,0,19368
64,SIM34,0,0,0,0,171,1429,3692,2744,1955,986,4,0,0,0,4,2406,4949,3813,2433,795,0,0,0,0,25381
65,SIM3C,1136,266,19,0,0,85,817,1347,976,780,1422,1349,2098,3204,6063,6174,2278,2180,1614,4144,3127,2043,1635,1897,44654
66,SIM33C,1498,245,63,0,0,156,1669,3353,2363,3361,3260,2730,3215,4920,6825,7497,4218,4032,2606,2852,4716,4107,2952,2672,69310
67,Bx17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,SIM4X,0,0,0,0,0,0,359,375,94,0,0,0,0,0,0,0,595,484,204,3,0,0,0,0,2114
69,SIM33,0,0,0,0,0,1302,1897,1523,853,525,0,0,0,0,99,1412,1897,1531,1517,821,6,0,0,0,13383
70,Bx8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Bx31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,SIM8,0,0,0,0,1648,4531,4177,3013,1862,1169,75,0,0,54,2806,5133,3821,2974,2930,1763,717,306,13,0,36992
73,Bx27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Bx11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11
75,Bx32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,Bx33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,Bx46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,B61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,B67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,B9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,987,760,75,0,0,0,0,0,0,1966
81,B68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,M20,83,3,0,0,0,0,0,40,288,263,413,610,551,761,960,918,1114,788,648,554,380,147,184,141,8846
83,M7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,M2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,M5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,M98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,M4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,M96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,M11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656,32,0,0,0,0,0,0,0,688
90,M9,0,0,0,0,0,0,1,260,1382,2478,2264,2423,1363,1410,1605,1402,1827,1842,1049,562,357,204,179,13,20621
91,M21,0,0,0,0,0,0,0,43,46,91,38,81,156,211,173,164,141,67,96,64,44,20,0,0,1435
92,M42,447,426,262,235,310,389,1737,2520,2199,1369,1063,1078,779,1425,1866,2323,3717,3076,2546,1389,1043,1287,1049,824,33359
93,M31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,M12,0,0,0,0,0,0,2,176,122,199,238,245,344,342,235,261,467,287,274,191,156,150,53,0,3742
95,M116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,M104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,B12,2387,1341,1358,849,1614,3728,8420,13596,14457,13670,11362,10503,12394,15056,20814,22833,21597,16846,14487,10632,10290,6111,4202,3505,242052
98,B26,1731,1543,1000,667,1428,2642,3287,7523,8340,9428,10927,10594,12499,14321,17915,21518,22551,19789,16199,11064,6067,4736,3059,2897,211725
99,Q24,1971,3007,5272,5306,5943,6152,7138,9969,8810,6704,6228,6810,6972,8023,12328,13384,12819,10175,11705,9025,7301,5471,3560,3160,177233
100,B14,1077,630,225,162,290,1204,1649,4712,5743,6238,6577,7556,8122,8202,9442,12533,10908,10575,7131,4868,3916,3016,2155,1085,118016
101,B45,728,230,0,0,0,497,1194,1919,2517,2577,3137,3639,4758,5993,7593,9728,9964,7741,7023,4264,2125,1502,1065,896,79090
102,M10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,B13,1583,602,18,0,284,2091,7321,8980,7571,6400,6405,8520,8941,10982,14337,20138,19190,16368,13125,10696,6800,3900,3821,2704,180777
104,Q55,767,302,317,321,726,3182,4866,8645,6104,4572,3871,4200,4178,5783,7295,9125,12090,11334,11134,7653,5978,4710,2705,1467,121325
105,Q58,4567,2665,1825,1986,4389,16317,34882,42096,36530,33679,30779,29967,32733,42548,49219,63811,67605,64329,56273,39362,25422,16503,16429,9623,723539
106,Q36,610,310,126,135,318,1115,2590,3062,3047,2854,2274,2388,2918,3524,4357,4250,4819,4383,4854,3584,1621,906,696,753,55494
107,Q46,3018,611,359,263,221,2455,7787,11492,10508,7950,6739,7668,8344,10921,14439,18800,20666,15555,13731,8827,8244,6530,6471,5395,196994
108,B7,412,400,14,0,374,960,3480,4666,6418,5443,4507,3841,3325,4456,7093,11171,12384,10927,10266,7148,4370,2141,1206,688,105690
109,M106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Bx26,9,0,0,0,0,282,4802,8561,8907,7140,6197,7159,8716,11218,16204,18665,17681,16404,13405,9132,6022,4465,3501,759,169229
111,B52,1375,658,617,835,1058,2823,6080,9654,12105,12028,11472,11619,13569,15600,18556,25831,26530,19623,19885,16196,11262,6361,2964,2494,249195
112,Bx16,1223,176,0,0,0,2503,6142,8979,8815,7651,6960,6932,8051,10584,13836,15313,15038,14678,12083,8560,6363,4987,3249,2315,164438
113,Bx30,764,3,0,0,0,883,5102,11030,13333,10556,10073,12146,12854,16075,21751,28627,25590,21226,16107,10768,7431,5026,4405,3210,236960
114,M22,0,0,0,0,0,21,36,242,362,500,295,425,303,427,294,733,426,438,289,52,26,18,2,15,4904
115,B82,3703,3480,1540,1194,2788,5688,10757,18755,21223,15672,15047,15607,17392,20856,24275,29602,31270,25412,24683,19664,12955,8481,6233,5142,341419
116,M50,59,6,0,0,5,15,55,225,319,213,244,204,309,481,301,667,490,646,582,341,322,251,187,224,6146
117,Q2,1046,452,150,216,293,2282,2961,3449,2453,2665,2388,2293,3012,4808,5245,6731,5028,4855,4510,3776,2447,2461,1582,858,65961
118,Q32,973,3276,4845,4195,5743,2664,2837,5320,6103,6055,7024,8133,10302,12369,15795,17278,15946,13582,11865,7949,4825,3369,2338,1274,174060
119,Q20A,1628,700,278,349,684,1739,3646,5984,6200,5702,6353,6044,6994,9431,8336,10624,11774,10293,8653,7561,4459,3693,2567,2061,125753
120,B17,1801,331,202,202,433,2737,5553,9357,9377,7633,6442,6437,8506,8321,11394,14718,14693,16680,16926,11499,8118,5026,3936,2126,172448
121,Q26,0,0,0,0,0,195,471,514,362,190,0,0,0,0,0,396,346,359,501,193,102,0,0,0,3629
122,Q48,404,176,17,0,58,558,1171,1046,879,625,545,961,931,1474,1796,1492,1516,1712,1397,1307,1020,657,945,499,21186
123,Q13,511,226,147,18,42,841,2345,5183,5710,5505,5943,5242,5017,6525,7456,9181,9318,6955,6899,4196,2650,2402,1532,957,94801
124,Q16,108,104,0,0,71,332,673,1719,1586,1373,1064,964,1085,858,1329,1659,2058,2019,1565,1490,688,745,497,318,22305
125,Q20B,8,0,0,0,0,464,2283,3114,3320,2557,2492,3154,3054,3529,6480,6355,6389,4950,4456,2656,1655,945,1293,103,59257
126,Q15A,50,0,0,0,0,385,1457,1969,1485,1587,813,944,871,1276,708,824,1469,1798,1135,1019,422,658,389,137,19396
127,Q28,254,252,72,104,371,1962,3827,5845,5207,4381,4501,3948,5148,5441,6506,8003,8353,6854,6173,3447,2494,1742,2057,1230,88172
128,Q76,0,0,0,0,0,357,3372,6245,4593,3730,2657,2908,2764,3772,5716,6304,6825,5392,4828,3300,2018,1770,1006,130,67687
129,Q31,26,0,0,0,0,83,1105,2135,3257,2734,2417,2480,2305,2316,3523,5714,6446,5456,5816,2656,1746,937,785,353,52290
130,Q15,12,4,0,0,0,917,836,977,1503,836,731,902,1173,940,1173,1403,1394,890,1797,904,1115,705,192,142,18546
131,B15,11717,7145,5344,6474,8900,14127,21205,31667,30419,26043,26208,29529,36325,45195,53967,65408,60261,52052,44140,37463,30574,23790,19581,15582,703116
132,B65,512,118,0,0,121,448,894,1795,1885,1480,1624,2103,2530,3072,4470,4621,4715,5271,4691,3209,2866,2798,1634,809,51666
133,SIM2,0,0,0,0,119,1275,2246,1317,954,280,0,0,0,0,1663,2192,2473,2221,967,511,142,7,0,0,16367
134,B41,5962,3899,1875,1935,4747,6883,12062,22210,26988,30278,33182,41162,49174,63507,74695,85352,77723,67327,56114,41185,26229,14793,10496,6635,764413
135,Bx34,539,65,0,0,0,1426,3099,4350,4029,3649,3890,4363,5372,5872,7034,8331,7522,5681,3769,3011,1816,1361,1503,1125,77807
136,Bx20,0,0,0,0,0,0,4,393,608,164,0,0,0,0,0,319,1214,1080,979,508,43,0,0,0,5312
137,Bx13,1247,152,0,0,3,2538,4035,8165,10724,10198,11312,13089,16325,20090,25124,28182,29435,27309,22051,17640,11260,6327,4959,2342,272507
138,M100,2669,831,0,0,205,1644,5213,10767,14145,15053,17310,23100,27782,34402,41230,45349,44145,30803,26519,21689,13262,7621,5743,3835,393317
139,Bx3,2656,573,0,0,0,1432,6505,11732,13846,11774,13113,14196,17876,23134,28256,32624,33192,29012,23745,18300,13571,8123,6047,4732,314439
140,Bx10,1337,199,53,54,380,2238,7252,14283,13298,11842,10651,10638,12968,17760,22136,25961,26095,21688,18252,12642,8013,5217,4411,2836,250204
141,Bx7,1310,180,0,0,26,1963,8647,13723,12987,12217,14337,17582,20350,24646,30035,34966,29236,26918,21888,16255,9832,6076,3309,2456,308939
142,B46,6209,2938,2609,2890,4197,6842,8717,11557,13436,13837,12170,12595,13238,15277,20009,22183,24642,17794,15200,10946,10110,7764,7167,7763,270090
143,Bx38,123,0,0,0,0,190,3081,6357,7108,6686,6478,6325,7194,11070,15720,16826,16590,14531,10646,7596,5535,3499,2212,640,148407
144,Bx28,3020,1217,551,488,1142,3891,7423,8111,7598,7313,8533,9914,12011,14238,19116,21383,20946,18527,15039,9755,6032,4618,4792,5919,211577
145,B24,453,95,0,0,0,1280,4369,5049,3602,2632,1655,1917,2421,3429,3051,3966,5637,4675,3790,2772,1412,963,1199,886,55253
146,B54,988,543,409,399,693,1751,4440,7587,9713,7028,6819,8823,10378,14123,17174,20257,20185,17529,12266,7419,4442,3030,2579,2194,180769
147,Q54,2953,2440,2081,2077,3691,8817,14693,17137,14358,11041,9939,9975,12556,15772,20524,27882,29049,23349,19488,14363,10106,6990,6429,4512,290222
148,Bx29,562,151,8,0,192,906,1167,1465,1799,1825,1805,1879,2107,2714,3187,4002,4233,3417,2141,1523,1375,1320,1671,1043,40492
149,B25,1437,922,1068,362,594,583,1606,3392,4950,6993,7907,9354,11012,11853,13316,16995,14443,12069,10548,6399,4005,2578,1642,1492,145520
150,B83,1133,100,0,0,61,1456,4440,5792,7501,6988,7486,8195,9057,11698,14539,13906,13187,8684,7514,5634,4517,3652,3356,2060,140956
151,Q56,2137,1898,819,1213,2388,2917,3854,5516,5796,6347,6649,7399,7678,8227,10652,13655,10138,10143,7399,4750,3092,1801,2231,2035,128734
152,B47,1310,801,611,422,1178,3698,9475,13965,14847,13501,13285,16721,18967,22093,25635,30233,29673,28095,19859,15204,10022,5720,3688,2508,301511
153,B20,2327,1255,319,0,5,1071,3700,8478,8595,6833,6396,7032,7654,9037,11680,14628,15909,14241,10474,8544,6740,5604,4632,3205,158359
154,B49,1397,613,112,0,308,1405,2586,5774,6685,6271,5673,5437,7445,8238,10710,12818,11965,10324,7791,5606,4248,2272,1534,1341,120553
155,Q27,1859,983,433,436,1297,5073,11701,15421,13962,13667,12307,11653,14483,14372,18235,21739,24194,23150,21665,17010,13961,12945,8130,4637,283313
156,B62,984,924,1056,916,1069,3090,7019,8151,8977,7793,6702,6956,7998,8993,11919,15216,14083,11692,10373,7027,4177,3237,3410,2094,153856
157,B38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,B42,416,269,88,120,471,1622,2431,3315,3306,2469,2164,2167,2289,2816,3335,4143,4967,4363,4429,3153,2693,1344,854,488,53712
159,B6,8598,3411,1684,2663,5673,16573,35739,59200,60204,50856,40935,42231,50294,63607,77166,94722,93853,85109,77725,61151,45646,30395,22338,14785,1044558
160,B3,1989,544,143,149,706,2838,8243,17813,17105,14103,14682,15442,18698,23626,29845,38457,35145,32020,26428,17737,12479,8114,5335,4296,345937
161,B36,1208,522,434,244,571,2016,6850,16256,17808,13028,12329,11961,15300,17909,22311,25123,24341,17680,16500,11865,7488,3698,3090,2632,251164
162,B74,0,0,0,0,0,686,1824,2954,3041,2083,1889,2309,2538,2693,3957,5274,5437,4721,4504,3165,3209,1517,706,117,52624
163,M79-SBS,285,93,47,48,105,397,1443,4754,4732,4125,3485,4160,5365,6393,8536,11226,8506,7199,6176,3860,2481,1883,1452,925,87676
